time,x,y,z,vx,vy,vz
7398,-169,86,-53,11,-16,8
7399,-157,69,-44,12,-17,9
7400,-144,51,-34,13,-18,10
7401,-130,34,-23,14,-17,11
7402,-113,18,-11,17,-16,12
7403,-93,3,0,20,-15,11
7404,-70,-11,10,23,-14,10
7405,-44,-24,19,26,-13,9
7406,-15,-36,27,29,-12,8
7407,13,-47,34,28,-11,7
7408,40,-57,40,27,-10,6
7409,66,-66,43,26,-9,3
7410,91,-74,43,25,-8,0
7411,115,-81,40,24,-7,-3
7412,138,-87,34,23,-6,-6
7413,160,-92,25,22,-5,-9
7414,181,-96,13,21,-4,-12
7415,201,-99,0,20,-3,-13
7416,220,-101,-12,19,-2,-12
7417,238,-102,-23,18,-1,-11
7418,255,-102,-33,17,0,-10
7419,271,-101,-42,16,1,-9
7420,286,-99,-50,15,2,-8
7421,298,-96,-57,12,3,-7
7422,307,-92,-63,9,4,-6
7423,313,-85,-68,6,7,-5
7424,316,-77,-72,3,8,-4
7425,316,-68,-73,0,9,-1
7426,313,-58,-71,-3,10,2
7427,307,-47,-66,-6,11,5
7428,298,-35,-58,-9,12,8
7429,286,-22,-47,-12,13,11
7430,271,-8,-35,-15,14,12
7431,253,5,-22,-18,13,13
7432,232,17,-8,-21,12,14
7433,208,28,5,-24,11,13
7434,181,38,17,-27,10,12
7435,151,47,28,-30,9,11
7436,118,55,38,-33,8,10
7437,82,62,47,-36,7,9
7438,43,68,55,-39,6,8
7439,1,73,60,-42,5,5
7440,-42,77,62,-43,4,2
7441,-82,80,61,-40,3,-1
7442,-119,82,57,-37,2,-4
7443,-153,83,50,-34,1,-7
7444,-184,83,42,-31,0,-8
7445,-212,82,33,-28,-1,-9
7446,-237,80,23,-25,-2,-10
7447,-259,79,12,-22,-1,-11
7448,-278,79,0,-19,0,-12
7449,-294,80,-13,-16,1,-13
7450,-307,82,-27,-13,2,-14
7451,-317,85,-40,-10,3,-13
7452,-324,89,-52,-7,4,-12
7453,-328,92,-61,-4,3,-9
7454,-329,94,-67,-1,2,-6
7455,-327,95,-70,2,1,-3
7456,-322,95,-70,5,0,0
7457,-314,94,-67,8,-1,3
7458,-303,92,-63,11,-2,4
7459,-291,89,-58,12,-3,5
7460,-278,85,-52,13,-4,6
7461,-264,80,-45,14,-5,7
7462,-249,74,-37,15,-6,8
7463,-233,67,-28,16,-7,9
7464,-216,59,-18,17,-8,10
7465,-198,50,-7,18,-9,11
7466,-179,42,5,19,-8,12
7467,-159,35,16,20,-7,11
7468,-138,29,26,21,-6,10
7469,-116,22,33,22,-7,7
7470,-93,14,37,23,-8,4
7471,-69,5,38,24,-9,1
7472,-44,-5,36,25,-10,-2
7473,-18,-16,31,26,-11,-5
7474,9,-28,25,27,-12,-6
7475,35,-41,18,26,-13,-7
7476,58,-55,10,23,-14,-8
7477,80,-70,1,22,-15,-9
7478,101,-86,-7,21,-16,-8
7479,121,-101,-14,20,-15,-7
7480,140,-115,-20,19,-14,-6
7481,158,-128,-25,18,-13,-5
7482,175,-140,-29,17,-12,-4
7483,191,-151,-32,16,-11,-3
7484,206,-161,-34,15,-10,-2
7485,220,-170,-35,14,-9,-1
7486,233,-178,-35,13,-8,0
7487,245,-185,-34,12,-7,1
7488,256,-191,-30,11,-6,4
7489,266,-196,-23,10,-5,7
7490,275,-198,-16,9,-2,7
7491,283,-197,-10,8,1,6
7492,290,-193,-5,7,4,5
7493,296,-186,-1,6,7,4
7494,301,-176,2,5,10,3
7495,305,-163,4,4,13,2
7496,306,-147,5,1,16,1
7497,304,-128,5,-2,19,0
7498,299,-106,4,-5,22,-1
7499,291,-81,2,-8,25,-2
7500,280,-55,-1,-11,26,-3
7501,266,-28,-5,-14,27,-4
7502,249,0,-10,-17,28,-5
7503,229,29,-16,-20,29,-6
7504,206,59,-22,-23,30,-6
7505,180,90,-27,-26,31,-5
7506,151,120,-29,-29,30,-2
7507,119,149,-28,-32,29,1
7508,84,177,-26,-35,28,2
7509,46,202,-23,-38,25,3
7510,5,224,-19,-41,22,4
7511,-37,243,-14,-42,19,5
7512,-78,259,-8,-41,16,6
7513,-118,272,-1,-40,13,7
7514,-157,282,7,-39,10,8
7515,-193,289,14,-36,7,7
7516,-226,293,20,-33,4,6
7517,-256,294,25,-30,1,5
7518,-283,292,29,-27,-2,4
7519,-307,287,32,-24,-5,3
7520,-328,279,34,-21,-8,2
7521,-346,268,33,-18,-11,-1
7522,-361,254,29,-15,-14,-4
7523,-373,237,22,-12,-17,-7
7524,-382,217,12,-9,-20,-10
7525,-388,194,1,-6,-23,-11
7526,-391,168,-10,-3,-26,-11
7527,-391,139,-20,0,-29,-10
7528,-388,107,-29,3,-32,-9
7529,-382,72,-37,6,-35,-8
7530,-373,34,-44,9,-38,-7
7531,-361,-5,-50,12,-39,-6
7532,-346,-45,-55,15,-40,-5
7533,-328,-84,-59,18,-39,-4
7534,-307,-120,-60,21,-36,-1
7535,-283,-153,-60,24,-33,0
7536,-256,-183,-59,27,-30,1
7537,-226,-210,-57,30,-27,2
7538,-195,-234,-54,31,-24,3
7539,-163,-255,-50,32,-21,4
7540,-130,-273,-45,33,-18,5
7541,-96,-288,-39,34,-15,6
7542,-61,-300,-32,35,-12,7
7543,-25,-309,-24,36,-9,8
7544,12,-315,-15,37,-6,9
7545,48,-318,-5,36,-3,10
7546,81,-318,6,33,0,11
7547,111,-315,16,30,3,10
7548,138,-309,25,27,6,9
7549,162,-300,33,24,9,8
7550,183,-288,40,21,12,7
7551,201,-273,46,18,15,6
7552,216,-255,51,15,18,5
7553,228,-234,55,12,21,4
7554,237,-210,56,9,24,1
7555,243,-183,54,6,27,-2
7556,248,-153,49,5,30,-5
7557,252,-120,41,4,33,-8
7558,255,-86,30,3,34,-11
7559,257,-51,16,2,35,-14
7560,258,-15,1,1,36,-15
7561,258,20,-15,0,35,-16
7562,257,54,-32,-1,34,-17
7563,255,87,-46,-2,33,-14
7564,252,119,-57,-3,32,-11
7565,248,148,-65,-4,29,-8
7566,243,174,-70,-5,26,-5
7567,237,197,-72,-6,23,-2
7568,230,217,-71,-7,20,1
7569,222,234,-67,-8,17,4
7570,213,248,-60,-9,14,7
7571,203,259,-52,-10,11,8
7572,192,267,-43,-11,8,9
7573,180,272,-33,-12,5,10
7574,167,274,-24,-13,2,9
7575,153,273,-16,-14,-1,8
7576,138,269,-9,-15,-4,7
7577,120,262,-3,-18,-7,6
7578,99,252,2,-21,-10,5
7579,75,241,6,-24,-11,4
7580,48,229,9,-27,-12,3
7581,18,216,11,-30,-13,2
7582,-13,202,10,-31,-14,-1
7583,-43,187,8,-30,-15,-2
7584,-72,171,5,-29,-16,-3
7585,-100,154,2,-28,-17,-3
7586,-127,136,0,-27,-18,-2
7587,-153,117,-1,-26,-19,-1
7588,-178,97,-1,-25,-20,0
7589,-202,76,0,-24,-21,1
7590,-225,54,2,-23,-22,2
7591,-247,31,5,-22,-23,3
7592,-268,9,9,-21,-22,4
7593,-288,-12,14,-20,-21,5
7594,-307,-32,20,-19,-20,6
7595,-323,-51,25,-16,-19,5
7596,-336,-69,29,-13,-18,4
7597,-346,-86,30,-10,-17,1
7598,-353,-100,28,-7,-14,-2
7599,-357,-111,23,-4,-11,-5
7600,-358,-119,15,-1,-8,-8
7601,-356,-126,4,2,-7,-11
7602,-351,-132,-8,5,-6,-12
7603,-343,-137,-21,8,-5,-13
7604,-332,-141,-35,11,-4,-14
7605,-318,-144,-48,14,-3,-13
7606,-301,-146,-60,17,-2,-12
7607,-281,-147,-70,20,-1,-10
7608,-258,-147,-77,23,0,-7
7609,-232,-146,-81,26,1,-4
7610,-203,-144,-82,29,2,-1
7611,-171,-141,-80,32,3,2
7612,-136,-137,-75,35,4,5
7613,-98,-132,-67,38,5,8
7614,-59,-126,-56,39,6,11
7615,-19,-119,-44,40,7,12
7616,22,-111,-31,41,8,13
7617,60,-102,-17,38,9,14
7618,95,-92,-2,35,10,15
7619,127,-81,12,32,11,14
7620,156,-69,23,29,12,11
7621,182,-58,31,26,11,8
7622,205,-48,36,23,10,5
7623,225,-39,38,20,9,2
7624,242,-31,37,17,8,-1
7625,256,-24,35,14,7,-2
7626,267,-18,32,11,6,-3
7627,275,-13,28,8,5,-4
7628,280,-7,23,5,6,-5
7629,282,0,17,2,7,-6
7630,283,8,10,1,8,-7
7631,283,17,2,0,9,-8
7632,282,27,-5,-1,10,-7
7633,280,36,-11,-2,9,-6
7634,277,44,-16,-3,8,-5
7635,273,51,-20,-4,7,-4
7636,268,57,-22,-5,6,-2
7637,262,62,-23,-6,5,-1
7638,255,66,-23,-7,4,0
7639,247,69,-22,-8,3,1
7640,238,71,-20,-9,2,2
7641,228,72,-19,-10,1,1
7642,217,72,-19,-11,0,0
7643,205,71,-20,-12,-1,-1
7644,192,69,-22,-13,-2,-2
7645,178,66,-25,-14,-3,-3
7646,163,64,-29,-15,-2,-4
7647,145,63,-34,-18,-1,-5
7648,124,63,-40,-21,0,-6
7649,100,64,-45,-24,1,-5
7650,73,66,-49,-27,2,-4
7651,43,69,-50,-30,3,-1
7652,10,73,-48,-33,4,2
7653,-24,78,-43,-34,5,5
7654,-57,84,-35,-33,6,8
7655,-89,89,-24,-32,5,11
7656,-120,93,-12,-31,4,12
7657,-150,96,1,-30,3,13
7658,-179,98,15,-29,2,14
7659,-207,99,28,-28,1,13
7660,-234,99,40,-27,0,12
7661,-260,98,49,-26,-1,9
7662,-283,96,55,-23,-2,6
7663,-303,93,58,-20,-3,3
7664,-320,89,58,-17,-4,0
7665,-334,84,55,-14,-5,-3
7666,-345,78,49,-11,-6,-6
7667,-353,71,40,-8,-7,-9
7668,-358,63,28,-5,-8,-12
7669,-360,56,13,-2,-7,-15
7670,-359,50,-3,1,-6,-16
7671,-355,43,-20,4,-7,-17
7672,-348,35,-35,7,-8,-15
7673,-338,26,-47,10,-9,-12
7674,-325,16,-56,13,-10,-9
7675,-309,5,-62,16,-11,-6
7676,-290,-7,-65,19,-12,-3
7677,-268,-20,-65,22,-13,0
7678,-243,-34,-62,25,-14,3
7679,-217,-49,-56,26,-15,6
7680,-190,-65,-47,27,-16,9
7681,-162,-82,-37,28,-17,10
7682,-133,-98,-28,29,-16,9
7683,-103,-113,-20,30,-15,8
7684,-72,-127,-13,31,-14,7
7685,-40,-140,-7,32,-13,6
7686,-7,-152,-2,33,-12,5
7687,27,-163,2,34,-11,4
7688,58,-173,5,31,-10,3
7689,86,-182,7,28,-9,2
7690,111,-190,6,25,-8,-1
7691,133,-197,2,22,-7,-4
7692,152,-203,-1,19,-6,-3
7693,168,-208,-3,16,-5,-2
7694,183,-212,-4,15,-4,-1
7695,197,-213,-4,14,-1,0
7696,210,-211,-3,13,2,1
7697,222,-206,-1,12,5,2
7698,233,-198,2,11,8,3
7699,243,-187,6,10,11,4
7700,252,-173,11,9,14,5
7701,260,-156,17,8,17,6
7702,267,-136,24,7,20,7
7703,273,-113,29,6,23,5
7704,278,-87,31,5,26,2
7705,282,-60,30,4,27,-1
7706,285,-32,26,3,28,-4
7707,287,-3,19,2,29,-7
7708,288,27,9,1,30,-10
7709,288,58,-2,0,31,-11
7710,287,90,-14,-1,32,-12
7711,283,121,-27,-4,31,-13
7712,276,151,-41,-7,30,-14
7713,266,180,-54,-10,29,-13
7714,253,208,-64,-13,28,-10
7715,237,235,-71,-16,27,-7
7716,218,259,-75,-19,24,-4
7717,196,280,-76,-22,21,-1
7718,171,298,-74,-25,18,2
7719,143,313,-69,-28,15,5
7720,112,325,-61,-31,12,8
7721,78,334,-50,-34,9,11
7722,41,340,-36,-37,6,14
7723,1,343,-19,-40,3,17
7724,-40,343,1,-41,0,20
7725,-80,340,18,-40,-3,17
7726,-119,334,32,-39,-6,14
7727,-157,325,43,-38,-9,11
7728,-192,313,51,-35,-12,8
7729,-224,298,56,-32,-15,5
7730,-253,280,58,-29,-18,2
7731,-279,259,57,-26,-21,-1
7732,-302,235,53,-23,-24,-4
7733,-322,208,46,-20,-27,-7
7734,-339,178,36,-17,-30,-10
7735,-353,145,23,-14,-33,-13
7736,-364,109,9,-11,-36,-14
7737,-372,70,-4,-8,-39,-13
7738,-377,30,-16,-5,-40,-12
7739,-379,-11,-27,-2,-41,-11
7740,-378,-53,-37,1,-42,-10
7741,-374,-96,-44,4,-43,-7
7742,-367,-136,-48,7,-40,-4
7743,-357,-173,-49,10,-37,-1
7744,-344,-207,-47,13,-34,2
7745,-328,-238,-42,16,-31,5
7746,-309,-266,-34,19,-28,8
7747,-287,-291,-25,22,-25,9
7748,-262,-313,-17,25,-22,8
7749,-236,-332,-10,26,-19,7
7750,-209,-348,-4,27,-16,6
7751,-181,-361,1,28,-13,5
7752,-152,-371,5,29,-10,4
7753,-122,-378,8,30,-7,3
7754,-91,-382,10,31,-4,2
7755,-59,-383,11,32,-1,1
7756,-26,-381,11,33,2,0
7757,8,-376,10,34,5,-1
7758,41,-368,8,33,8,-2
7759,71,-357,3,30,11,-5
7760,98,-343,-5,27,14,-8
7761,122,-326,-12,24,17,-7
7762,143,-306,-18,21,20,-6
7763,161,-283,-23,18,23,-5
7764,176,-257,-27,15,26,-4
7765,188,-228,-30,12,29,-3
7766,199,-196,-32,11,32,-2
7767,209,-161,-33,10,35,-1
7768,218,-123,-33,9,38,0
7769,226,-82,-32,8,41,1
7770,233,-40,-30,7,42,2
7771,239,1,-27,6,41,3
7772,244,41,-23,5,40,4
7773,248,80,-18,4,39,5
7774,251,118,-12,3,38,6
7775,253,153,-5,2,35,7
7776,254,185,1,1,32,6
7777,254,214,6,0,29,5
7778,253,240,10,-1,26,4
7779,251,263,13,-2,23,3
7780,248,283,15,-3,20,2
7781,244,300,16,-4,17,1
7782,239,314,16,-5,14,0
7783,233,325,15,-6,11,-1
7784,226,333,13,-7,8,-2
7785,218,338,10,-8,5,-3
7786,209,340,6,-9,2,-4
7787,197,339,1,-12,-1,-5
7788,182,335,-5,-15,-4,-6
7789,164,328,-12,-18,-7,-7
7790,143,318,-20,-21,-10,-8
7791,119,305,-27,-24,-13,-7
7792,92,289,-33,-27,-16,-6
7793,62,270,-36,-30,-19,-3
7794,29,248,-36,-33,-22,0
7795,-5,223,-35,-34,-25,1
7796,-38,195,-33,-33,-28,2
7797,-70,166,-30,-32,-29,3
7798,-101,136,-26,-31,-30,4
7799,-131,105,-21,-30,-31,5
7800,-160,73,-15,-29,-32,6
7801,-188,42,-8,-28,-31,7
7802,-215,12,0,-27,-30,8
7803,-241,-17,9,-26,-29,9
7804,-266,-45,19,-25,-28,10
7805,-289,-72,28,-23,-27,9
7806,-309,-98,36,-20,-26,8
7807,-326,-123,41,-17,-25,5
7808,-340,-147,43,-14,-24,2
7809,-351,-168,42,-11,-21,-1
7810,-359,-186,38,-8,-18,-4
7811,-364,-201,31,-5,-15,-7
7812,-366,-213,21,-2,-12,-10
7813,-365,-222,10,1,-9,-11
7814,-361,-228,-2,4,-6,-12
7815,-354,-231,-15,7,-3,-13
7816,-344,-231,-29,10,0,-14
7817,-331,-228,-42,13,3,-13
7818,-315,-222,-54,16,6,-12
7819,-296,-215,-65,19,7,-11
7820,-274,-207,-73,22,8,-8
7821,-249,-198,-78,25,9,-5
7822,-221,-188,-80,28,10,-2
7823,-190,-177,-79,31,11,1
7824,-156,-165,-75,34,12,4
7825,-119,-152,-68,37,13,7
7826,-80,-138,-58,39,14,10
7827,-40,-123,-45,40,15,13
7828,1,-107,-31,41,16,14
7829,41,-90,-16,40,17,15
7830,78,-74,0,37,16,16
7831,112,-59,15,34,15,15
7832,143,-45,29,31,14,14
7833,171,-32,42,28,13,13
7834,196,-20,52,25,12,10
7835,218,-9,59,22,11,7
7836,237,1,63,19,10,4
7837,253,10,64,16,9,1
7838,266,18,62,13,8,-2
7839,276,25,59,10,7,-3
7840,283,31,55,7,6,-4
7841,287,36,50,4,5,-5
7842,288,42,44,1,6,-6
7843,288,49,37,0,7,-7
7844,287,57,29,-1,8,-8
7845,285,66,20,-2,9,-9
7846,282,74,10,-3,8,-10
7847,278,81,-1,-4,7,-11
7848,273,87,-13,-5,6,-12
7849,267,92,-24,-6,5,-11
7850,260,96,-32,-7,4,-8
7851,252,99,-39,-8,3,-7
7852,243,101,-45,-9,2,-6
7853,233,102,-50,-10,1,-5
7854,222,102,-54,-11,0,-4
7855,210,101,-57,-12,-1,-3
7856,197,99,-59,-13,-2,-2
7857,183,96,-60,-14,-3,-1
7858,168,92,-60,-15,-4,0
7859,152,87,-59,-16,-5,1
7860,135,83,-57,-17,-4,2
7861,115,80,-54,-20,-3,3
7862,92,78,-50,-23,-2,4
7863,66,77,-43,-26,-1,7
7864,37,77,-33,-29,0,10
7865,5,78,-20,-32,1,13
7866,-28,78,-4,-33,0,16
7867,-60,77,11,-32,-1,15
7868,-91,75,25,-31,-2,14
7869,-121,72,38,-30,-3,13
7870,-150,68,50,-29,-4,12
7871,-178,63,61,-28,-5,11
7872,-205,57,69,-27,-6,8
7873,-231,50,74,-26,-7,5
7874,-256,42,76,-25,-8,2
7875,-280,33,75,-24,-9,-1
7876,-301,23,71,-21,-10,-4
7877,-319,12,64,-18,-11,-7
7878,-334,0,54,-15,-12,-10
7879,-346,-13,41,-12,-13,-13
7880,-355,-27,25,-9,-14,-16
7881,-361,-40,6,-6,-13,-19
7882,-364,-52,-14,-3,-12,-20
7883,-364,-63,-33,0,-11,-19
7884,-361,-73,-49,3,-10,-16
7885,-355,-82,-62,6,-9,-13
7886,-346,-90,-72,9,-8,-10
7887,-334,-97,-79,12,-7,-7
7888,-319,-103,-83,15,-6,-4
7889,-301,-108,-84,18,-5,-1
7890,-280,-112,-84,21,-4,0
7891,-256,-115,-83,24,-3,1
7892,-231,-117,-81,25,-2,2
7893,-205,-118,-78,26,-1,3
7894,-178,-118,-74,27,0,4
7895,-150,-117,-69,28,1,5
7896,-121,-115,-63,29,2,6
7897,-91,-112,-56,30,3,7
7898,-60,-108,-46,31,4,10
7899,-28,-103,-33,32,5,13
7900,5,-97,-17,33,6,16
7901,39,-90,0,34,7,17
7902,70,-82,16,31,8,16
7903,98,-73,31,28,9,15
7904,123,-63,45,25,10,14
7905,145,-52,56,22,11,11
7906,164,-40,64,19,12,8
7907,180,-27,69,16,13,5
7908,195,-13,71,15,14,2
7909,209,2,70,14,15,-1
7910,222,18,66,13,16,-4
7911,234,35,59,12,17,-7
7912,245,53,49,11,18,-10
7913,255,72,38,10,19,-11
7914,264,90,26,9,18,-12
7915,272,107,13,8,17,-13
7916,279,123,1,7,16,-12
7917,285,138,-10,6,15,-11
7918,290,150,-20,5,12,-10
7919,294,159,-29,4,9,-9
7920,297,165,-37,3,6,-8
7921,299,168,-44,2,3,-7
7922,300,168,-50,1,0,-6
7923,300,165,-55,0,-3,-5
7924,299,159,-59,-1,-6,-4
7925,297,152,-62,-2,-7,-3
7926,292,144,-64,-5,-8,-2
7927,284,135,-65,-8,-9,-1
7928,273,125,-63,-11,-10,2
7929,259,114,-58,-14,-11,5
7930,242,102,-50,-17,-12,8
7931,222,89,-41,-20,-13,9
7932,199,75,-31,-23,-14,10
7933,173,60,-20,-26,-15,11
7934,144,44,-8,-29,-16,12
7935,112,27,3,-32,-17,11
7936,77,9,13,-35,-18,10
7937,39,-10,22,-38,-19,9
7938,-2,-30,28,-41,-20,6
7939,-44,-51,31,-42,-21,3
7940,-85,-73,31,-41,-22,0
7941,-125,-96,28,-40,-23,-3
7942,-164,-120,24,-39,-24,-4
7943,-200,-143,19,-36,-23,-5
7944,-233,-165,13,-33,-22,-6
7945,-263,-184,8,-30,-19,-5
7946,-290,-200,4,-27,-16,-4
7947,-314,-213,1,-24,-13,-3
7948,-335,-223,-1,-21,-10,-2
7949,-353,-230,-2,-18,-7,-1
7950,-368,-234,-4,-15,-4,-2
7951,-380,-235,-7,-12,-1,-3
7952,-389,-233,-11,-9,2,-4
7953,-395,-228,-16,-6,5,-5
7954,-398,-220,-22,-3,8,-6
7955,-398,-209,-29,0,11,-7
7956,-395,-195,-35,3,14,-6
7957,-389,-178,-40,6,17,-5
7958,-380,-158,-42,9,20,-2
7959,-368,-135,-41,12,23,1
7960,-353,-111,-37,15,24,4
7961,-335,-86,-32,18,25,5
7962,-314,-60,-26,21,26,6
7963,-292,-33,-19,22,27,7
7964,-269,-5,-11,23,28,8
7965,-245,24,-2,24,29,9
7966,-220,54,6,25,30,8
7967,-194,85,13,26,31,7
7968,-167,117,19,27,32,6
7969,-139,150,24,28,33,5
7970,-110,182,28,29,32,4
7971,-80,211,31,30,29,3
7972,-49,237,31,31,26,0
7973,-17,260,28,32,23,-3
7974,16,280,24,33,20,-4
7975,48,297,19,32,17,-5
7976,77,311,13,29,14,-6
7977,103,322,6,26,11,-7
7978,126,330,-2,23,8,-8
7979,146,335,-9,20,5,-7
7980,163,337,-15,17,2,-6
7981,178,336,-20,15,-1,-5
7982,192,332,-24,14,-4,-4
7983,205,325,-29,13,-7,-5
7984,217,315,-35,12,-10,-6
7985,228,302,-42,11,-13,-7
7986,238,286,-50,10,-16,-8
7987,247,267,-57,9,-19,-7
7988,255,245,-63,8,-22,-6
7989,262,220,-68,7,-25,-5
7990,268,192,-72,6,-28,-4
7991,273,161,-73,5,-31,-1
7992,277,127,-71,4,-34,2
7993,280,90,-66,3,-37,5
7994,282,52,-58,2,-38,8
7995,283,13,-47,1,-39,11
7996,283,-27,-33,0,-40,14
7997,282,-68,-16,-1,-41,17
7998,280,-108,2,-2,-40,18
7999,277,-147,19,-3,-39,17
8000,273,-183,35,-4,-36,16
8001,268,-216,48,-5,-33,13
8002,261,-246,58,-7,-30,10
8003,251,-273,65,-10,-27,7
8004,238,-297,69,-13,-24,4
8005,222,-318,70,-16,-21,1
8006,203,-336,68,-19,-18,-2
8007,181,-351,65,-22,-15,-3
8008,156,-363,61,-25,-12,-4
8009,128,-372,56,-28,-9,-5
8010,97,-378,50,-31,-6,-6
8011,63,-381,43,-34,-3,-7
8012,26,-381,35,-37,0,-8
8013,-14,-378,26,-40,3,-9
8014,-53,-372,16,-39,6,-10
8015,-91,-363,3,-38,9,-13
8016,-128,-351,-11,-37,12,-14
8017,-164,-336,-26,-36,15,-15
8018,-199,-318,-40,-35,18,-14
8019,-233,-297,-53,-34,21,-13
8020,-264,-273,-65,-31,24,-12
8021,-292,-246,-76,-28,27,-11
8022,-317,-216,-86,-25,30,-10
8023,-339,-183,-93,-22,33,-7
8024,-358,-147,-97,-19,36,-4
8025,-374,-108,-98,-16,39,-1
8026,-387,-66,-96,-13,42,2
8027,-397,-23,-91,-10,43,5
8028,-404,21,-83,-7,44,8
8029,-408,64,-72,-4,43,11
8030,-409,106,-58,-1,42,14
8031,-407,147,-43,2,41,15
8032,-402,185,-27,5,38,16
8033,-394,220,-10,8,35,17
8034,-383,252,6,11,32,16
8035,-369,281,21,14,29,15
8036,-352,307,33,17,26,12
8037,-332,330,42,20,23,9
8038,-309,350,50,23,20,8
8039,-283,367,57,26,17,7
8040,-254,381,63,29,14,6
8041,-222,392,68,32,11,5
8042,-189,400,72,33,8,4
8043,-155,405,75,34,5,3
8044,-120,407,77,35,2,2
8045,-84,406,78,36,-1,1
8046,-47,402,76,37,-4,-2
8047,-9,395,71,38,-7,-5
8048,30,385,63,39,-10,-8
8049,68,372,52,38,-13,-11
8050,103,356,38,35,-16,-14
8051,135,337,21,32,-19,-17
8052,164,315,1,29,-22,-20
8053,190,290,-20,26,-25,-21
8054,213,262,-38,23,-28,-18
8055,233,231,-53,20,-31,-15
8056,250,197,-65,17,-34,-12
8057,264,160,-74,14,-37,-9
8058,275,120,-80,11,-40,-6
8059,283,77,-83,8,-43,-3
8060,288,33,-83,5,-44,0
8061,292,-12,-80,4,-45,3
8062,295,-58,-76,3,-46,4
8063,297,-103,-71,2,-45,5
8064,298,-145,-65,1,-42,6
8065,298,-184,-58,0,-39,7
8066,297,-220,-50,-1,-36,8
8067,295,-253,-41,-2,-33,9
8068,292,-283,-31,-3,-30,10
8069,288,-310,-20,-4,-27,11
8070,283,-334,-7,-5,-24,13
8071,277,-355,7,-6,-21,14
8072,270,-373,20,-7,-18,13
8073,262,-388,32,-8,-15,12
8074,253,-400,43,-9,-12,11
8075,243,-409,53,-10,-9,10
8076,232,-415,62,-11,-6,9
8077,220,-418,68,-12,-3,6
8078,207,-418,71,-13,0,3
8079,193,-415,71,-14,3,0
8080,178,-409,68,-15,6,-3
8081,162,-400,62,-16,9,-6
8082,145,-388,53,-17,12,-9
8083,125,-373,41,-20,15,-12
8084,102,-355,28,-23,18,-13
8085,76,-334,14,-26,21,-14
8086,47,-310,1,-29,24,-13
8087,15,-283,-11,-32,27,-12
8088,-18,-253,-22,-33,30,-11
8089,-50,-220,-32,-32,33,-10
8090,-81,-184,-39,-31,36,-7
8091,-111,-145,-45,-30,39,-6
8092,-140,-103,-50,-29,42,-5
8093,-168,-60,-54,-28,43,-4
8094,-195,-16,-57,-27,44,-3
8095,-221,29,-59,-26,45,-2
8096,-246,73,-60,-25,44,-1
8097,-270,116,-60,-24,43,0
8098,-293,158,-57,-23,42,3
8099,-315,197,-51,-22,39,6
8100,-336,233,-44,-21,36,7
8101,-356,266,-36,-20,33,8
8102,-373,296,-27,-17,30,9
8103,-387,323,-17,-14,27,10
8104,-398,347,-8,-11,24,9
8105,-406,368,0,-8,21,8
8106,-411,386,7,-5,18,7
8107,-413,401,13,-2,15,6
8108,-412,413,18,1,12,5
8109,-408,422,20,4,9,2
8110,-401,428,21,7,6,1
8111,-391,431,21,10,3,0
8112,-378,431,20,13,0,-1
8113,-362,428,18,16,-3,-2
8114,-343,422,17,19,-6,-1
8115,-321,413,17,22,-9,0
8116,-296,401,16,25,-12,-1
8117,-268,386,14,28,-15,-2
8118,-237,368,11,31,-18,-3
8119,-203,347,7,34,-21,-4
8120,-166,323,2,37,-24,-5
8121,-126,296,-4,40,-27,-6
8122,-85,266,-9,41,-30,-5
8123,-43,233,-13,42,-33,-4
8124,0,197,-16,43,-36,-3
8125,43,158,-18,43,-39,-2
8126,83,116,-19,40,-42,-1
8127,120,71,-19,37,-45,0
8128,154,25,-18,34,-46,1
8129,185,-20,-17,31,-45,1
8130,213,-64,-17,28,-44,0
8131,238,-107,-18,25,-43,-1
8132,260,-147,-20,22,-40,-2
8133,279,-184,-22,19,-37,-2
8134,295,-218,-23,16,-34,-1
8135,308,-249,-23,13,-31,0
8136,318,-277,-22,10,-28,1
8137,325,-302,-20,7,-25,2
8138,329,-324,-17,4,-22,3
8139,330,-343,-14,1,-19,3
8140,330,-359,-12,0,-16,2
8141,329,-372,-11,-1,-13,1
8142,327,-382,-11,-2,-10,0
8143,324,-389,-12,-3,-7,-1
8144,320,-393,-14,-4,-4,-2
8145,315,-394,-16,-5,-1,-2
8146,309,-392,-17,-6,2,-1
8147,302,-387,-17,-7,5,0
8148,294,-379,-16,-8,8,1
8149,285,-368,-14,-9,11,2
8150,275,-354,-11,-10,14,3
8151,264,-337,-8,-11,17,3
8152,252,-317,-6,-12,20,2
8153,239,-294,-5,-13,23,1
8154,225,-268,-5,-14,26,0
8155,210,-239,-6,-15,29,-1
8156,194,-207,-8,-16,32,-2
8157,177,-172,-10,-17,35,-2
8158,159,-134,-11,-18,38,-1
8159,138,-95,-11,-21,39,0
8160,114,-55,-10,-24,40,1
8161,87,-14,-8,-27,41,2
8162,57,26,-5,-30,40,3
8163,24,65,-2,-33,39,3
8164,-12,103,0,-36,38,2
8165,-47,140,-1,-35,37,-1
8166,-81,174,-3,-34,34,-2
8167,-114,205,-6,-33,31,-3
8168,-146,233,-10,-32,28,-4
8169,-177,258,-14,-31,25,-4
8170,-207,280,-17,-30,22,-3
8171,-236,299,-19,-29,19,-2
8172,-264,315,-20,-28,16,-1
8173,-291,328,-20,-27,13,0
8174,-317,338,-19,-26,10,1
